deal_id,issue_date,issuer_name,issue_type,transaction_status,nation,filing_date,offer_price,stock_1d,stock_1w,stock_1m,ipo_proceeds,market_value_before,market_value_after,exchange,security_type,technique,spread,sub_region,region,economic_sector,business_sector,bookrunner,target_market
1.54E+11,12/6/2022,Adamas One Corp,IPO,Live,United States,11/3/2022,4.5,4.497932312,4.580632421,4.596380941,31.1,71.4,102.5,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,"Alexander Capital LP|Network 1 Financial Securities, Inc.",United States Of America (North America)
1.54E+11,11/14/2022,Acrivon Therapeutics Inc,IPO,Live,United States,11/8/2022,12.5,16.75,12.53,12.59764082,94.38,161.37,255.75,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Jefferies LLC|Cowen & Co|Piper Sandler & Co,United States Of America (North America)
1.54E+11,11/9/2022,ASP Isotopes Inc,IPO,Live,United States,10/31/2022,4,2.8,2.4,4.031469042,13.03,120.43,125.43,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Revere Securities Corp,United States Of America (North America)
1.54E+11,11/9/2022,Snail Inc,IPO,Live,United States,10/26/2022,5,3,3.04,5,15,31.26,46.26,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,6.5,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,"US Tiger Securities Inc|EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,11/9/2022,Plutonian Acquisition Corp,IPO,Live,United States,10/14/2022,10,10.06,10.08,10,50,14.38,64.38,Nasdaq,Units,Firm Commitment|Negotiated Sale,1,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,10/31/2022,Nightingale Intelligent Systems Inc,IPO,Live,United States,8/5/2022,0.14,0.15,0.15,0.139645273,3.2,3.22,6.42,Australia,Depositary Receipts,Offer for Subscription,6,North America,Americas,Industrials,Industrial Goods,Novus Capital Ltd,Rest Of The World|Asia|Australia (Australia Or New Zealand)|Europe|United States Of America (North America)
1.54E+11,10/19/2022,Prime Medicine Inc,IPO,Live,United States,10/13/2022,17,15.76,17.3,19.8,199.26,1452.41,1651.68,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Goldman Sachs & Co|Morgan Stanley & Co|Jefferies LLC,United States Of America (North America)
1.54E+11,10/14/2022,Hudson Acquisition I Corp,IPO,Live,United States,4/29/2022,10,10.01,10.07,10.08,60,17.25,77.25,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley Securities Inc,United States Of America (North America)
1.54E+11,10/13/2022,TenX Keane Acquisition,IPO,Live,United States,5/24/2022,10,10.04,10.12,10.12,60,17.25,77.25,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Maxim Group LLC,United States Of America (North America)
1.54E+11,10/12/2022,Spring Valley Acquisition Corp II,IPO,Live,United States,9/26/2022,10,10.09,10.14,9.95478425,200,76.67,276.67,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Guggenheim Securities LLC,United States Of America (North America)
1.54E+11,10/3/2022,Aquaron Acquisition Corp,IPO,Live,United States,5/26/2022,10,9.999160079,10.22887849,10.22145918,50,14.38,64.38,Nasdaq,Units,Negotiated Sale|Firm Commitment,1.5,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC,United States Of America (North America)
1.54E+11,9/29/2022,Laser Photonics Corp,IPO,Live,United States,8/1/2022,5,2.42,2.26,2.69,15,24.39,39.39,Nasdaq,Units,Negotiated Sale|Firm Commitment,8,North America,Americas,Industrials,Industrial Goods,"Alexander Capital LP|Network 1 Financial Securities, Inc.|Craft Capital Management LLC",United States Of America (North America)
1.54E+11,9/29/2022,dMY Squared Technology Group Inc,IPO,Live,United States,9/12/2022,10,10,10,10,60,15,75,Nasdaq,Units,Firm Commitment|Negotiated Sale,3.5,North America,Americas,Financials,Investment Holding Companies,Needham & Co LLC,United States Of America (North America)
1.54E+11,9/29/2022,Qomolangma Acquisition Corp,IPO,Live,United States,9/9/2022,10,9.985038906,9.961923579,9.954224303,50,14.38,64.38,Nasdaq,Units,Firm Commitment|Negotiated Sale,1.75,North America,Americas,Financials,Investment Holding Companies,Ladenburg Thalmann & Co,United States Of America (North America)
1.54E+11,9/19/2022,Global Star Acquisition Inc,IPO,Live,United States,7/29/2022,10,9.97,9.97,10,80,23,103,Nasdaq,Units,Firm Commitment,3.5,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,9/15/2022,Nexalin Technology Inc,IPO,Live,United States,8/24/2022,4.15,1.69,1.23,1.27,9.61,20.6,30.21,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.95,North America,Americas,Healthcare,Healthcare Services & Equipment,Maxim Group LLC,United States Of America (North America)
1.54E+11,9/14/2022,Corebridge Financial Inc,IPO,Live,United States,9/12/2022,21,20.72,20.85,20.32,1680,11865,11865,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,4,North America,Americas,Financials,Insurance,Morgan Stanley & Co LLC|Piper Sandler & Co|BofA Securities Inc|Citigroup Global Markets Inc|Goldman Sachs & Co|BNP Paribas Securities Corp|Deutsche Bank Securities Inc|Evercore Group|HSBC Securities (USA) Inc|Jefferies LLC|Mizuho Securities USA LLC|PNC Capital Markets LLC|RBC Capital Markets LLC|SMBC Nikko Securities America Inc|Wells Fargo Securities LLC|Academy Securities Inc|Barclays Capital Inc|BTIG LLC|Dowling & Partners Securities LLC|Keefe Bruyette & Woods Inc|Loop Capital Markets|R Seelaus & Company Inc|Samuel A. Ramirez & Co.|Scotia Capital (USA) Inc.|Siebert Williams Shank & Co|SG Americas Securities LLC|Amerivet Securities Inc|Bank of New York Capital Markets Ltd|CastleOak Securities LP|Drexel Hamilton LLC|Fifth Third Securities Inc|Great Pacific Securities Corp.|ING FINANCIAL MARKETS LLC|Mischler Financial Group Inc|MUFG Securities Americas Inc|Natixis Securities Americas LLC|Oppenheimer & Co Inc|Raymond James & Associates Inc|Santander Investment Securities Inc|TD Securities (USA) LLC|Unicredit Capital Markets LLC,United States Of America (North America)
1.54E+11,9/14/2022,Third Harmonic Bio Inc,IPO,Live,United States,9/8/2022,17,18,16.75,17.75,213.1,472.5,685.59,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co|Jefferies LLC|Cowen & Co|LifeSci Capital LLC,United States Of America (North America)
1.54E+11,9/8/2022,EF Hutton Acquisition Corp I,IPO,Live,United States,4/14/2022,10,9.978063238,9.998180171,9.967103092,115,28.75,143.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,3.5,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,9/8/2022,Yoshiharu Global Co,IPO,Live,United States,9/2/2022,4,3.05,1.78,1.23,11.76,36,47.76,Nasdaq,Class A Ordinary Shares,Negotiated Sale|Firm Commitment,8,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,8/31/2022,Shuttle Pharmaceuticals Holdings Inc,IPO,Live,United States,8/25/2022,8.13,8.117367167,8.108603851,8.108603851,9.96,75.67,85.63,Nasdaq,Units,Firm Commitment|Negotiated Sale,6.99,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Boustead Securities LLC,United States Of America (North America)
1.54E+11,8/29/2022,Hempacco Co Inc,IPO,Live,United States,8/17/2022,6,5.992365118,5.992860671,5.982109682,6,132.06,138.06,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Consumer Non-Cyclicals,Food & Beverages,Boustead Securities LLC,United States Of America (North America)
1.54E+11,8/29/2022,bioAffinity Technologies Inc,IPO,Live,United States,8/5/2022,6.13,7.05,5.63,3,7.86,16.71,24.56,Nasdaq,Units,Negotiated Sale|Firm Commitment,9,North America,Americas,Healthcare,Healthcare Services & Equipment,WallachBeth Capital LLC|ViewTrade Securities Inc,United States Of America (North America)
1.54E+11,8/25/2022,PaxMedica Inc,IPO,Live,United States,8/10/2022,5.25,3.65,5.17,2.27,8.11,44.47,52.59,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,8,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Craft Capital Management LLC|R. F. Lafferty & Co., Inc.|Benchmark Co LLC",United States Of America (North America)
1.54E+11,8/15/2022,Innovative Eyewear Inc,IPO,Live,United States,8/15/2022,8.5,5.54,4.37,2.15,8.33,53.51,61.84,Nasdaq,Units,Firm Commitment|Negotiated Sale,6.18,North America,Americas,Healthcare,Healthcare Services & Equipment,Maxim Group LLC,United States Of America (North America)
1.54E+11,8/11/2022,Forza X1 Inc,IPO,Live,United States,7/29/2022,5,6.06,6.28,3.36,17.25,35,52.25,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.5,North America,Americas,Consumer Cyclicals,Cyclical Consumer Products,ThinkEquity Partners,United States Of America (North America)
1.54E+11,8/11/2022,Corphousing Group Inc,IPO,Live,United States,8/11/2022,4.5,3.39,2.62,2.62,15.19,97.54,112.73,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,7.11,North America,Americas,Real Estate,Real Estate,"Maxim Group LLC|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,8/11/2022,Reborn Coffee Inc,IPO,Live,United States,8/1/2022,5,3.99,3.65,2.37,7.2,58.4,65.6,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,4,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,8/10/2022,Treasure Global Inc,IPO,Live,United States,8/1/2022,4,8.4,5.82,2.83,8,42.18,50.18,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Technology,Software & IT Services,"EF Hutton|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,8/4/2022,Pono Capital Two Inc,IPO,Live,United States,6/13/2022,10,10.04,10.05,10.02,100,NA,NA,Nasdaq,Units,Negotiated Sale|Firm Commitment,3.5,North America,Americas,Financials,Investment Holding Companies,EF Hutton,United States Of America (North America)
1.54E+11,8/3/2022,Mobiv Acquisition Corp,IPO,Live,United States,7/5/2022,10,10.03,10.05,10.03,87,25.01,112.01,Nasdaq,Units,Negotiated Sale|Firm Commitment,1.5,North America,Americas,Financials,Investment Holding Companies,EF Hutton,United States Of America (North America)
1.54E+11,7/28/2022,Mobile Global Esports Inc,IPO,Live,United States,7/26/2022,4,12.98,6.12,2.47,16.1,67.24,74.14,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,10,North America,Americas,Technology,Software & IT Services,WestPark Capital Inc,United States Of America (North America)
1.54E+11,7/27/2022,MAIA Biotechnology Inc,IPO,Live,United States,7/21/2022,5,5.8,5.22,3.97,10,42.08,52.08,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7.5,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,ThinkEquity Partners,United States Of America (North America)
1.54E+11,6/15/2022,Feutune Light Acquisition Corp,IPO,Live,United States,4/8/2022,10,9.99,9.96,10.23279812,97.25,24.44,89.54,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,"US Tiger Securities Inc|EF Hutton|Tiger Brokers|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,6/15/2022,"Heart Test Laboratories, Inc",IPO,Live,United States,6/10/2022,4.25,2.42,1.78,1.39,6.38,14.13,20.5,Nasdaq,Units,Negotiated Sale|Firm Commitment,8,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Benchmark Co LLC,United States Of America (North America)
1.54E+11,6/9/2022,Acri Capital Acquisition Corp,IPO,Live,United States,3/11/2022,10,9.96,9.99,10.085112,86.25,21.56,107.81,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Tiger Brokers|US Tiger Securities Inc|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,6/7/2022,Phoenix Motor Inc,IPO,Live,United States,6/7/2022,8,7.999949605,8.061258242,8.060922274,16.8,140,156.8,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Consumer Cyclicals,Automobiles & Auto Parts,Prime Number Capital LLC|Revere Securities Corp|WestPark Capital Inc,United States Of America (North America)
1.54E+11,5/12/2022,ProFrac Holding Corp,IPO,Live,United States,5/11/2022,18,17.99,17.33,22.66,328.11,NA,NA,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,6.5,North America,Americas,Energy,Energy - Fossil Fuels,JP Morgan Securities LLC|Piper Sandler & Co|Morgan Stanley & Co LLC|BofA Securities Inc|Capital One Securities Inc|Seaport Global Holdings LLC|Stifel Nicolaus & Co Inc|Johnson Rice & Co,United States Of America (North America)
1.54E+11,5/12/2022,Actelis Networks Inc,IPO,Live,United States,5/12/2022,4,1.95,1.51,1.36,15,52.53,67.53,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,1.75,North America,Americas,Technology,Technology Equipment,Boustead Securities LLC,United States Of America (North America)
1.54E+11,5/12/2022,Prime Number Acquisition I Corp,IPO,Live,United States,2/1/2022,10,9.93,9.97,10,64.5,17.25,81.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Prime Number Capital LLC|WestPark Capital Inc|US Tiger Securities Inc|Ingalls & Snyder|Dawson James Securities,United States Of America (North America)
1.54E+11,5/10/2022,Monterey Capital Acquisition Corp,IPO,Live,United States,5/10/2022,10,9.95,9.94,9.97,92,28.75,120.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,0.1,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|US Tiger Securities Inc|Tiger Brokers|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,5/10/2022,Hanover Bancorp Inc,IPO,Live,United States,5/4/2022,21,21.53,21.5,21.13,30.79,122.42,153.21,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,6.5,North America,Americas,Financials,Banking & Investment Services,Stephens Inc|Piper Sandler & Co,United States Of America (North America)
1.54E+11,5/9/2022,Global Blockchain Acquisition Corp,IPO,Live,United States,4/20/2022,10,9.97,9.92,9.94,172.5,43.13,215.63,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,I-Bankers Securities Inc|Dawson James Securities|Ladenburg Thalmann & Co,United States Of America (North America)
1.54E+11,5/5/2022,PepGen Inc,IPO,Live,United States,5/5/2022,12,11.9,11.73,10.58,108,12.62,120.62,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"BofA Securities Inc|SVB Leerink LLC|Stifel Nicolaus & Co Inc|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,5/5/2022,Cartesian Growth Corp Ii,IPO,Live,United States,4/28/2022,10,9.99,9.97,9.94,230,57.5,287.5,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co|Piper Sandler & Co,United States Of America (North America)
1.54E+11,5/5/2022,Edible Garden AG Inc,IPO,Live,United States,5/5/2022,5,2.6,1.83,1.74,14.65,25.4,40.05,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Consumer Non-Cyclicals,Food & Beverages,"Maxim Group LLC|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,4/28/2022,HilleVax Inc,IPO,Live,United States,4/28/2022,17,20.06,15.47,9.58,230.01,156.83,386.84,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|SVB Leerink LLC|Stifel Nicolaus & Co Inc|Guggenheim Securities LLC,United States Of America (North America)
1.54E+11,4/27/2022,RA Special Acquisition Corp,IPO,Live,United States,4/27/2022,10,9.998297457,9.9414855,9.941905461,230,82.5,312.5,EuronextAM,Units,Firm Commitment|Offer for Subscription,2,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs International,Netherlands (Europe)|Europe|United States Of America (North America)|Asia|Rest Of The World
1.54E+11,4/26/2022,Tenon Medical Inc,IPO,Live,United States,4/7/2022,5,24.04,34.56,3.14,16,4.95,56.18,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Healthcare Services & Equipment,Benchmark Co LLC|Valuable Capital Ltd,United States Of America (North America)
1.54E+11,4/25/2022,Aimfinity Investment Corp I,IPO,Live,United States,3/25/2022,10,9.98,9.99,10.07839263,80.5,20.13,92,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,"US Tiger Securities Inc|EF Hutton|Tiger Brokers|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,4/21/2022,Aclarion Inc,IPO,Live,United States,4/1/2022,4.35,2.55,2.07,1.78,9.42,22.54,31.95,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,8,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Maxim Group LLC,United States Of America (North America)
1.54E+11,4/19/2022,Yotta Acquisition Corp,IPO,Live,United States,4/11/2022,10,10.05,10.04,9.95,115,287.5,1281.35,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley Securities Inc,United States Of America (North America)
1.54E+11,4/13/2022,Sharps Technology Inc,IPO,Live,United States,3/18/2022,4.25,1.73,1.75,1.2,15.94,22.05,37.98,Nasdaq,Units,Firm Commitment|Negotiated Sale,8,North America,Americas,Healthcare,Healthcare Services & Equipment,Aegis Capital Corp.,United States Of America (North America)
1.54E+11,4/12/2022,Excelerate Energy Inc,IPO,Live,United States,4/4/2022,24,28,25.68,24.06,384,NA,NA,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,5.75,North America,Americas,Industrials,Transportation,"Barclays Capital Inc|JP Morgan Securities LLC|Morgan Stanley & Co LLC|Wells Fargo Securities LLC|SMBC Nikko Securities America Inc|Raymond James & Associates Inc|Stephens Inc|Tudor Pickering Holt & Co LLC|BOK Financial Securities, Inc",United States Of America (North America)
1.54E+11,4/6/2022,Denali Capital Acquisition Corp,IPO,Live,United States,2/28/2022,10,10.01,10.03,10,82.5,21.56,104.06,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,"US Tiger Securities Inc|EF Hutton|Tiger Brokers|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,3/31/2022,Sierra Nevada Gold Inc,IPO,Live,United States,3/10/2022,0.37,0.36,0.32,0.35,7.5,10.9,20.97,Australia,Depositary Receipts,Offer for Subscription,6,North America,Americas,Basic Materials,Mineral Resources,Bell Potter Securities Ltd,New Zealand (Australia Or New Zealand)|Australia (Australia Or New Zealand)|Asia|Hong Kong (Asia)|Europe|United Kingdom (Europe)|United States Of America (North America)|Rest Of The World
1.54E+11,3/31/2022,Metal Sky Star Acquisition Corp,IPO,Live,United States,10/14/2021,10,10.02,10.02,10.07,115,28.75,143.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Ladenburg Thalmann & Co,United States Of America (North America)
1.54E+11,3/30/2022,Redwoods Acquisition Corp,IPO,Live,United States,3/9/2022,10,10.06,10.04,10.1,115,28.75,143.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2.5,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley Securities Inc,United States Of America (North America)
1.54E+11,3/24/2022,AN2 Therapeutics Inc,IPO,Live,United States,3/21/2022,15,15.38,15.79,14.57,79.35,90.14,169.49,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Cowen & Co|SVB Leerink LLC|Evercore Group|Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,3/16/2022,Goldenstone Acquisition Ltd,IPO,Live,United States,6/21/2021,10,9.99,10,10.12,57.5,14.38,71.88,Nasdaq,Units,Firm Commitment|Negotiated Sale,2.5,North America,Americas,Financials,Investment Holding Companies,Maxim Group LLC,United States Of America (North America)
1.54E+11,3/10/2022,Nubia Brand International Corp,IPO,Live,United States,3/8/2022,10,9.98,9.98,10,123.5,28.75,152.25,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Tiger Brokers|US Tiger Securities Inc|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,3/8/2022,Lakeshore Acquisition II Corp,IPO,Live,United States,1/28/2022,10,9.99,10.02,9.99,69,17.25,86.25,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,"Network 1 Financial Securities, Inc.|Maxim Group LLC",United States Of America (North America)
1.54E+11,3/1/2022,Sound Point Acquisition Corp I,IPO,Live,United States,2/18/2022,10,10.05,10.05,10,258.75,64.69,323.44,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,BofA Securities Inc|JP Morgan Securities LLC|Amerivet Securities Inc|SPC Capital Markets LLC,United States Of America (North America)
1.54E+11,3/1/2022,Kensington Capital Acquisition Corp IV,IPO,Live,United States,1/20/2022,10,10,10,10.01,230,98.57,328.57,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,UBS Securities LLC|Stifel Nicolaus & Co Inc|Robert W Baird & Co Inc|Drexel Hamilton LLC,United States Of America (North America)
1.54E+11,2/28/2022,Valuence Merger Corp I,IPO,Live,United States,1/19/2022,10,10.03,10.03,10.03,220.1,57.5,277.6,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,SVB Leerink LLC|Robert W Baird & Co Inc,United States Of America (North America)
1.54E+11,2/25/2022,FG Merger Corp,IPO,Live,United States,1/21/2022,10,9.98,10.02,10.01,80.5,20.13,100.63,Nasdaq,Units,Firm Commitment|Negotiated Sale,1.07,North America,Americas,Financials,Investment Holding Companies,ThinkEquity Partners,United States Of America (North America)
1.54E+11,2/24/2022,Cohen & Steers Real Estate Opportunities & Income Fund,IPO,Live,United States,1/28/2022,20,19.98,19.86,19.85,305,NA,NA,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,3,North America,Americas,Financials,Collective Investments,"BofA Securities Inc|Morgan Stanley & Co LLC|Raymond James & Associates Inc|Wells Fargo Securities LLC|Oppenheimer & Co Inc|RBC Capital Markets LLC|Rockefeller Securities Group, Inc.|Stifel Nicolaus & Co Inc|Aegis Capital Corp.|Alexander Capital LP|B Riley Securities Inc|Brookline Capital Markets|DA Davidson & Co Inc|Drexel Hamilton LLC|GMS Group Inc.|Hennion & Walsh, Inc|Hilltop Securities Inc|InspereX LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Pershing LLC|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,2/24/2022,GSR II Meteora Acquisition Corp,IPO,Live,United States,1/3/2022,10,10,10.01,10.1,316.25,63.25,379.5,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,2/23/2022,Clean Earth Acquisitions Corp,IPO,Live,United States,2/23/2022,10,10,10.01,10.02,230,76.67,274.67,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|JonesTrading Institutional Services LLC,United States Of America (North America)
1.54E+11,2/17/2022,Blue Water Vaccines Inc,IPO,Live,United States,11/29/2021,9,56.97,44.35,39.9,20,19.55,39.55,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,8,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Boustead Securities LLC,United States Of America (North America)
1.54E+11,2/17/2022,Powerup Acquisition Corp,IPO,Live,United States,12/29/2021,10,10.01,10,10.05,287.5,64.69,352.19,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Odeon Capital Group LLC,United States Of America (North America)
1.54E+11,2/16/2022,Smart for Life Inc,IPO,Live,United States,12/16/2021,10,10.00018898,10.0776927,10.07937254,14.4,139.27,153.67,Nasdaq,Units,Firm Commitment|Negotiated Sale,9,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Dawson James Securities|I-Bankers Securities Inc,United States Of America (North America)
1.54E+11,2/15/2022,Future Tech Ii Acquisition Corp,IPO,Live,United States,2/15/2022,10,10,10,10,115,28.75,143.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,"EF Hutton|Tiger Brokers|US Tiger Securities Inc|Joseph Gunnar & Co., LLC",United States Of America (North America)
1.54E+11,2/15/2022,AXIOS Sustainable Growth Acquisition Corp,IPO,Live,United States,2/7/2022,10,10.15,10.13,10.04241601,172.5,35.94,208.44,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,I-Bankers Securities Inc|BTIG LLC,United States Of America (North America)
1.54E+11,2/10/2022,Jaguar Global Growth Corp I,IPO,Live,United States,1/28/2022,10,10.04,10.06,10.04,230,76.67,306.67,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Barclays Capital Inc,United States Of America (North America)
1.54E+11,2/10/2022,Direct Digital Holdings Inc,IPO,Live,United States,2/10/2022,5.5,2.67,5.574759973,5.573528089,17.71,NA,77.98,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Technology,Software & IT Services,Roth Capital Partners Inc|Benchmark Co LLC,United States Of America (North America)
1.54E+11,2/10/2022,Relativity Acquisition Corp,IPO,Live,United States,1/28/2022,10,10.00044096,10.07811266,10.07783268,143.75,35.94,179.69,Nasdaq,Units,Negotiated Sale|Firm Commitment,1,North America,Americas,Financials,Investment Holding Companies,Alliance Global Partners|Brookline Capital Markets|Benchmark Co LLC,United States Of America (North America)
1.54E+11,2/10/2022,HNR Acquisition Corp,IPO,Live,United States,2/7/2022,10,10,10.07741272,10.0776927,86.25,28.75,115,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,EF Hutton,United States Of America (North America)
1.54E+11,2/10/2022,SQL Technologies Corp,IPO,Live,United States,1/24/2022,14,11.8,12.39,12.34,23.1,1048.04,1071.14,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Industrials,Industrial Goods,Benchmark Co LLC,United States Of America (North America)
1.54E+11,2/10/2022,Signal Hill Acquisition Corp,IPO,Live,United States,1/6/2022,10,9.99,9.96,9.99,115,28.75,143.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,NA,North America,Americas,Financials,Investment Holding Companies,B Riley Securities Inc,United States Of America (North America)
